emb_id,category,variant_id,name,pattern,prior_note,target_note,voice,components,timing_ratio,anchor,is_default,alias,source_ms,notes,canntaireachd,cannt_short
pele_A,pele,half,Half pele on Low A,AeAG,a,A,pipes,"A,e,A,G","1,1,1,1",1,0,hpela,"40,30,30,30",Half form used from preceding High A; opening gracenote is omitted.,,
pele_B,pele,regular,Pele on B,gBeBG,*,B,pipes,"g,B,e,B,G","1,1,1,1,1",1,1,pelb,"40,30,30,30,30",Full B pele with High-G opening.,,
pele_B,pele,thumb,Thumb pele on B,aBeBG,g,B,pipes,"a,B,e,B,G","1,1,1,1,1",1,0,tpelb,"40,30,30,30,30",Thumb form used from preceding High G.,,
pele_B,pele,half,Half pele on B,BeBG,a,B,pipes,"B,e,B,G","1,1,1,1",1,0,hpelb,"40,30,30,30",Half form used from preceding High A; opening gracenote is omitted.,,
pele_c,pele,regular,Pele on C,gcecG,*,c,pipes,"g,c,e,c,G","1,1,1,1,1",1,1,pelc,"40,30,30,30,30",Full C pele with High-G opening.,,
pele_c,pele,thumb,Thumb pele on C,acecG,g,c,pipes,"a,c,e,c,G","1,1,1,1,1",1,0,tpelc,"40,30,30,30,30",Thumb form used from preceding High G.,,
pele_c,pele,half,Half pele on C,cecG,a,c,pipes,"c,e,c,G","1,1,1,1",1,0,hpelc,"40,30,30,30",Half form used from preceding High A; opening gracenote is omitted.,,
pele_d,pele,regular_closed,Pele on D — closed,gdedG,*,d,pipes,"g,d,e,d,G","1,1,1,1,1",1,1,peld,"40,30,30,30,30",Full closed D pele; final tap is Low G.,,
pele_d,pele,regular_open,Pele on D — open,gdedc,*,d,pipes,"g,d,e,d,c","1,1,1,1,1",1,0,opeld,"40,30,30,30,30",Full open D pele; final tap is C.,,
pele_d,pele,thumb_closed,Thumb pele on D — closed,adedG,g,d,pipes,"a,d,e,d,G","1,1,1,1,1",1,0,tpeld,"40,30,30,30,30",Thumb closed form from preceding High G; final tap is Low G.,,
pele_d,pele,thumb_open,Thumb pele on D — open,adedc,g,d,pipes,"a,d,e,d,c","1,1,1,1,1",1,0,topeld,"40,30,30,30,30",Thumb open form from preceding High G; final tap is C.,,
pele_d,pele,half_closed,Half pele on D — closed,dedG,a,d,pipes,"d,e,d,G","1,1,1,1",1,0,hpeld,"40,30,30,30",Half closed form from preceding High A; final tap is Low G.,,
pele_d,pele,half_open,Half pele on D — open,dedc,a,d,pipes,"d,e,d,c","1,1,1,1",1,0,hopeld,"40,30,30,30",Half open form from preceding High A; final tap is C.,,
pele_e,pele,regular,Pele on E,gefeA,*,e,pipes,"g,e,f,e,A","1,1,1,1,1",1,1,pele,"40,30,30,30,30",Full E pele with High-G opening; final tap is Low A.,,
pele_e,pele,thumb,Thumb pele on E,aefeA,g,e,pipes,"a,e,f,e,A","1,1,1,1,1",1,0,tpele,"40,30,30,30,30",Thumb form used from preceding High G.,,
pele_e,pele,half,Half pele on E,efeA,a,e,pipes,"e,f,e,A","1,1,1,1",1,0,hpele,"30,30,30,30",Half form used from preceding High A; opening gracenote is omitted.,,
pele_f,pele,regular,Pele on F,gfgfe,*,f,pipes,"g,f,g,f,e","1,1,1,1,1",1,1,pelf,"40,30,30,30,30",Full F pele with High-G opening; final tap is E.,,
pele_f,pele,thumb,Thumb pele on F,afgfe,g,f,pipes,"a,f,g,f,e","1,1,1,1,1",1,0,tpelf,"40,30,30,30,30",Thumb form used from preceding High G.,,
pele_f,pele,half,Half pele on F,fgfe,a,f,pipes,"f,g,f,e","1,1,1,1",1,0,hpelf,"30,30,30,30",Half form used from preceding High A; opening gracenote is omitted.,,
pele_g,pele,thumb,Thumb pele on High G,agagf,g,g,pipes,"a,g,a,g,f","1,1,1,1,1",1,1,tpelhg,"40,30,30,30,30",High-G pele from High G uses a High-A/thumb opening; final tap is F.,,
pele_g,pele,half,Half pele on High G,gagf,a,g,pipes,"g,a,g,f","1,1,1,1",1,0,hpelhg,"30,30,30,30",High-G half pele from High A; opening gracenote is omitted.,,
bubbly_G,bubbly_note,light_music,Bubbly note / darodo,GdGcG,*,G,pipes,"G,d,G,c,G","1,1,1,1,1",1,1,bubly,"25,25,25,25,25",Standard light-music darodo: three Low Gs separated by D and C gracenotes.,darodo,da-ro-do
bubbly_G,bubbly_note,piobaireachd,Darodo — piobaireachd,GdGcG,*,G,pipes,"G,d,G,c,G","1,1,1,1,1",1,0,darodo,"30,30,30,30,30",Same movement with even piobaireachd source timing.,darodo,da-ro-do
bubbly_G,bubbly_note,piobaireachd_16,Darodo — 16th-note style,GdGcG,*,G,pipes,"G,d,G,c,G","5,3,3,3,5",1,0,darodo16,"50,30,30,30,50",Darodo timing variant with longer outer Low-G components.,darodo,da-ro-do
bubbly_G,bubbly_note,from_G,Darodo from Low G,dGcG,G,G,pipes,"d,G,c,G","1,1,1,1",1,0,hdarodo,"30,30,30,30",Contextual half form when the preceding melody note is already Low G; the initial Low G is not repeated.,darodo,da-ro-do
bubbly_G,bubbly_note,B_opening,B-opening bubbly note,gBGcG,*,G,pipes,"g,B,G,c,G","1,1,1,1,1",1,0,ggrpb,"25,25,25,25,25","Distinct light-music bubbly-note form opening with a High-G gracenote to B, then Low G–C–Low G. It is not conflated with the traditional darodo name.",,
throw_d,throw,half_light,Half D throw,dc,G,d,pipes,"d,c","1,1",1,0,htra,"30,30","Half/light D throw from preceding Low G. The initial Low G of the full light throw is supplied by the preceding melody note, leaving D gracenote to C before resolving to D.",tra,trah
tachum_d_c,tachum,standard,D-to-C tachum,gdd,*,c,pipes,"g,d,d","1,3,1",1,1,tach_dc,"25,75,25","Jim McGillivray model: a short D introduced by a High-G gracenote, followed by the longer lower C introduced by a D gracenote. This is a two-note Scotch-snap figure; the destination note is stored separately as target_note. Canntaireachd left blank: no attested traditional tachum form has yet been established; do not construct one merely by concatenating scale vocables.",,
tachum_d_B,tachum,standard,D-to-B tachum,gdd,*,B,pipes,"g,d,d","1,3,1",1,1,tach_dB,"25,75,25","Jim McGillivray model: a short D introduced by a High-G gracenote, followed by the longer lower B introduced by a D gracenote. This is a two-note Scotch-snap figure; the destination note is stored separately as target_note. Canntaireachd left blank: no attested traditional tachum form has yet been established; do not construct one merely by concatenating scale vocables.",,
tachum_d_A,tachum,standard,D-to-Low A tachum,gdd,*,A,pipes,"g,d,d","1,3,1",1,1,tach_dA,"25,75,25","Jim McGillivray model: a short D introduced by a High-G gracenote, followed by the longer lower Low A introduced by a D gracenote. This is a two-note Scotch-snap figure; the destination note is stored separately as target_note. Canntaireachd left blank: no attested traditional tachum form has yet been established; do not construct one merely by concatenating scale vocables.",,
tachum_d_G,tachum,standard,D-to-Low G tachum,gdd,*,G,pipes,"g,d,d","1,3,1",1,1,tach_dG,"25,75,25","Jim McGillivray model: a short D introduced by a High-G gracenote, followed by the longer lower Low G introduced by a D gracenote. This is a two-note Scotch-snap figure; the destination note is stored separately as target_note. Canntaireachd left blank: no attested traditional tachum form has yet been established; do not construct one merely by concatenating scale vocables.",,
tachum_c_B,tachum,standard,C-to-B tachum,gcd,*,B,pipes,"g,c,d","1,3,1",1,1,tach_cB,"25,75,25","Jim McGillivray model: a short C introduced by a High-G gracenote, followed by the longer lower B introduced by a D gracenote. This is a two-note Scotch-snap figure; the destination note is stored separately as target_note. Canntaireachd left blank: no attested traditional tachum form has yet been established; do not construct one merely by concatenating scale vocables.",,
tachum_c_A,tachum,standard,C-to-Low A tachum,gcd,*,A,pipes,"g,c,d","1,3,1",1,1,tach_cA,"25,75,25","Jim McGillivray model: a short C introduced by a High-G gracenote, followed by the longer lower Low A introduced by a D gracenote. This is a two-note Scotch-snap figure; the destination note is stored separately as target_note. Canntaireachd left blank: no attested traditional tachum form has yet been established; do not construct one merely by concatenating scale vocables.",,
tachum_c_G,tachum,standard,C-to-Low G tachum,gcd,*,G,pipes,"g,c,d","1,3,1",1,1,tach_cG,"25,75,25","Jim McGillivray model: a short C introduced by a High-G gracenote, followed by the longer lower Low G introduced by a D gracenote. This is a two-note Scotch-snap figure; the destination note is stored separately as target_note. Canntaireachd left blank: no attested traditional tachum form has yet been established; do not construct one merely by concatenating scale vocables.",,
tachum_B_A,tachum,standard,B-to-Low A tachum,gBd,*,A,pipes,"g,B,d","1,3,1",1,1,tach_BA,"25,75,25","Jim McGillivray model: a short B introduced by a High-G gracenote, followed by the longer lower Low A introduced by a D gracenote. This is a two-note Scotch-snap figure; the destination note is stored separately as target_note. Canntaireachd left blank: no attested traditional tachum form has yet been established; do not construct one merely by concatenating scale vocables.",,
tachum_B_G,tachum,standard,B-to-Low G tachum,gBd,*,G,pipes,"g,B,d","1,3,1",1,1,tach_BG,"25,75,25","Jim McGillivray model: a short B introduced by a High-G gracenote, followed by the longer lower Low G introduced by a D gracenote. This is a two-note Scotch-snap figure; the destination note is stored separately as target_note. Canntaireachd left blank: no attested traditional tachum form has yet been established; do not construct one merely by concatenating scale vocables.",,
tachum_A_G,tachum,standard,Low A-to-Low G tachum,gAd,*,G,pipes,"g,A,d","1,3,1",1,1,tach_AG,"25,75,25","Jim McGillivray model: a short Low A introduced by a High-G gracenote, followed by the longer lower Low G introduced by a D gracenote. This is a two-note Scotch-snap figure; the destination note is stored separately as target_note. Canntaireachd left blank: no attested traditional tachum form has yet been established; do not construct one merely by concatenating scale vocables.",,
tachum_A,tachum,round,C-to-Low-A round tachum,gcde,*,A,pipes,"g,c,d,e","1,2,1,1",1,0,rtachum_ca,"25,50,25,25",Round/Strathspey tachum: C doubling followed by an E gracenote to Low A. This is retained as a distinct sounding variant of the common C-to-Low-A tachum. Canntaireachd left blank: no attested traditional tachum form has yet been established; do not construct one merely by concatenating scale vocables.,,
tachum_G,tachum,round,B-to-Low-G round tachum,gBde,*,G,pipes,"g,B,d,e","1,2,1,1",1,0,rtachum_bg,"25,50,25,25",Round/Strathspey tachum: B doubling followed by an E gracenote to Low G. This is retained as a distinct sounding variant of the common B-to-Low-G tachum. Canntaireachd left blank: no attested traditional tachum form has yet been established; do not construct one merely by concatenating scale vocables.,,
rodin_A,rodin,general,Rodin,GBG,*,A,pipes,"G,B,G","1,1,1",1,1,rodin,"30,30,30","Piobaireachd rodin: two Low Gs separated by a B gracenote, resolving to Low A. Use the prior-specific harodin or horodin row when the preceding note is D or C.",rodin,ro-din
rodin_A,rodin,from_D,Harodin,GBG,d,A,pipes,"G,B,G","1,1,1",1,0,harodin,"30,30,30","Traditional D-to-Low-A rodin context. The movement is two Low Gs separated by B, then resolves to Low A.",harodin,ha-ro-din
rodin_A,rodin,from_C,Horodin,GBG,c,A,pipes,"G,B,G","1,1,1",1,0,horodin,"30,30,30","Traditional C-to-Low-A rodin context. The movement is two Low Gs separated by B, then resolves to Low A.",horodin,ho-ro-din
otro_B,otro,regular,Otro — B-to-B,gBGdG,*,B,pipes,"g,B,G,d,G","1,1,1,1,1",1,1,otro,"30,30,30,30,30","Matt Willis exercise: High-G gracenote to B, followed by a grip returning to B. The final B is stored separately as target_note, so pattern gBGdG plus target B represents the complete B-to-B movement. Traditional naming correction in the video description confirms B-to-B is otro. prior_note=* excludes High G and High A, which use the contextual rows below. Timing values remain nominal.",otro,o-tro
otro_B,otro,thumb,Thumb otro — B-to-B,aBGdG,g,B,pipes,"a,B,G,d,G","1,1,1,1,1",1,0,totro,"30,30,30,30,30","Contextual High-A-opening substitution for preceding High G: aBGdG plus target B. This is structurally consistent with the taxonomy’s thumb-variant rule, but it is not separately established by the cited Matt Willis lesson; retain as an explicit modeling assumption.",otro,o-tro
otro_B,otro,half,Half otro — B-to-B,BGdG,a,B,pipes,"B,G,d,G","1,1,1,1",1,0,hotro,"30,30,30,30","Contextual form for preceding High A with the unavailable opening gracenote omitted: BGdG plus target B. This is structurally consistent with the taxonomy’s half-variant rule, but it is not separately established by the cited Matt Willis lesson; retain as an explicit modeling assumption.",otro,o-tro
odro_c,odro,regular,Odro — C-to-C,gcGdG,*,c,pipes,"g,c,G,d,G","1,1,1,1,1",1,1,odro,"30,30,30,30,30","Matt Willis exercise: High-G gracenote to C, followed by a grip returning to C. The final C is stored separately as target_note, so pattern gcGdG plus target C represents the complete C-to-C movement. Traditional naming correction in the video description confirms C-to-C is odro. prior_note=* excludes High G and High A, which use the contextual rows below. Timing values remain nominal.",odro,o-dro
odro_c,odro,thumb,Thumb odro — C-to-C,acGdG,g,c,pipes,"a,c,G,d,G","1,1,1,1,1",1,0,todro,"30,30,30,30,30","Contextual High-A-opening substitution for preceding High G: acGdG plus target C. This is structurally consistent with the taxonomy’s thumb-variant rule, but it is not separately established by the cited Matt Willis lesson; retain as an explicit modeling assumption.",odro,o-dro
odro_c,odro,half,Half odro — C-to-C,cGdG,a,c,pipes,"c,G,d,G","1,1,1,1",1,0,hodro,"30,30,30,30","Contextual form for preceding High A with the unavailable opening gracenote omitted: cGdG plus target C. This is structurally consistent with the taxonomy’s half-variant rule, but it is not separately established by the cited Matt Willis lesson; retain as an explicit modeling assumption.",odro,o-dro
piob_hiharin,hiharin,standard,Hiharin,dAGAG,*,A,pipes,"d,A,G,A,G","1,1,1,1,1",1,1,hiharin,"30,30,30,30,30",Hiharin: passing D gracenote on Low A followed by a birl; resolves to Low A. Target corrected from Low G to Low A.,hiharin,hi-ha-rin
piob_dre,dre,lower_to_E,Dre,eAf,*,e,pipes,"e,A,f","2,1,1",1,1,dre,"60,30,30","Jim McGillivray reference: dre is the lower-note approach to the E–Low A–F–Low A–E movement. Pattern eAf plus target E is the correct stored expansion. The opening E carries the beat and is slightly broader than the following internal notes, reflected by nominal ratio 2,1,1 and anchor 1. prior_note=* is constrained to Low G, Low A, B, C, or D; a future parser should encode that range explicitly rather than rely only on this note. Cross-reference: McGillivray 2026 Piobaireachd Practice Pack.",dre,dre
piob_edre,edre,higher_to_E,Edre,eAf,*,e,pipes,"e,A,f","2,1,1",1,0,edre,"60,30,30","Jim McGillivray reference: edre is the upper-note approach to the same E–Low A–F–Low A–E movement. Pattern eAf plus target E is the correct stored expansion. The opening E carries the beat and is naturally more exposed from the upper hand, reflected by nominal ratio 2,1,1 and anchor 1. prior_note=* is constrained to F, High G, or High A; a future parser should encode that range explicitly rather than rely only on this note. Cross-reference: McGillivray 2026 Piobaireachd Practice Pack.",edre,e-dre
piob_dare,dare,lower_to_F,Dare,feg,*,f,pipes,"f,e,g","1,1,1",1,1,dare,"30,30,30","Dare from a lower note: F gracenote to E, High-G gracenote on E, resolving to F. Prior wildcard is constrained in practice to notes below F. Cross-reference: McGillivray 2026 Piobaireachd Practice Pack.",dare,da-re
piob_vedare,vedare,higher_to_F,Vedare,feg,*,f,pipes,"f,e,g","1,1,1",1,0,vedare,"30,30,30","Vedare from a higher note: brief F followed by the F-to-E / High-G-grace figure, resolving to F. Prior wildcard is constrained in practice to notes above F. Cross-reference: McGillivray 2026 Piobaireachd Practice Pack.",vedare,ve-da-re
piob_hihorodo,echo_beats,B_to_B,Hihorodo,hihorodo,*,B,pipes,"hi,ho,ro,do","1,1,1,1",1,1,hihorodo,"30,30,30,30",Echo beat on B.,hihorodo,hi-ho-ro-do
piob_hiharara,echo_beats,D_to_D,Hiharara,hiharara,*,d,pipes,"hi,ha,ra,ra","1,1,1,1",1,1,hiharara,"30,30,30,30",Echo beat on D.,hiharara,hi-ha-ra-ra
piob_cherede,echo_beats,E_to_E,Cherede,cherede,*,e,pipes,"che,re,de","1,1,1",1,1,cherede,"30,30,30",Echo beat on E.,cherede,che-re-de
piob_herere,echo_beats,F_to_F,Herere,herere,*,f,pipes,"he,re,re","1,1,1",1,1,herere,"30,30,30",Echo beat on F.,herere,he-re-re
piob_hiriri,echo_beats,HG_to_HG,Hiriri,hiriri,*,G,pipes,"hi,ri,ri","1,1,1",1,1,hiriri,"30,30,30",Echo beat on High G.,hiriri,hi-ri-ri
piob_hiotroeo,taorluath_a_mach,B_form,Hiotroeo,hiotroeo,B,,pipes,"hi,o,tro,eo","1,1,1,1",,1,hiotroeo,"30,30,30,30",Taorluath-a-mach on B: B is the prior/theme note and carries the beat. The complete movement is timed within that prior note; target_note and anchor are intentionally blank.,hiotroeo,hi-tro-eo
piob_hodroeo,taorluath_a_mach,C_form,Hodroeo,hodroeo,c,,pipes,"ho,dro,eo","1,1,1",,0,hodroeo,"30,30,30",Taorluath-a-mach on C: C is the prior/theme note and carries the beat. The complete movement is timed within that prior note; target_note and anchor are intentionally blank.,hodroeo,ho-dro-eo
piob_hiotraea,taorluath_a_mach,D_form,Hiotraea,hiotraea,d,,pipes,"hi,tra,ea","1,1,1",,0,hiotraea,"30,30,30",Taorluath-a-mach on D: D is the prior/theme note and carries the beat. The complete movement is timed within that prior note; target_note and anchor are intentionally blank.,hiotraea,hi-tra-ea
crun_standard,crunluath,general,Standard crunluath,GdGeAfAe,*,,pipes,"G,d,G,e,A,f,A,e","1,1,1,1,1,1,1,1",,1,crunl,"30,30,30,30,30,30,30,30","The theme note is the prior note and carries the beat; the entire crunluath, including its final short E, is part of that prior note. Applies to all theme notes except D and Low G, which use specific rows. Cross-reference: McGillivray 2026 Piobaireachd Practice Pack.",-bandre,bandre
crun_standard,crunluath,from_D,Standard crunluath from D,GBGeAfAe,d,,pipes,"G,B,G,e,A,f,A,e","1,1,1,1,1,1,1,1",,0,crunlb,"30,30,30,30,30,30,30,30",The D theme note is the prior note and carries the beat. B replaces the unavailable internal D gracenote; the final short E remains part of the embellishment. Cross-reference: McGillivray 2026 Piobaireachd Practice Pack.,-bandre,bandre
crun_standard,crunluath,from_LG,Standard crunluath from Low G,dAeAfAe,G,,pipes,"d,A,e,A,f,A,e","1,1,1,1,1,1,1",,0,hcrunllg,"30,30,30,30,30,30,30",The Low-G theme note is the prior note and carries the beat. Its first Low G is absorbed; the remaining movement has three Low As and includes the final short E. Cross-reference: McGillivray 2026 Piobaireachd Practice Pack.,-bamdre,bamdre
piob_hindodre,crunluath_fosgailte,A_form,Crunluath Fosgailte,hindodre,A,,pipes,"hin,do,dre","1,1,1",,1,hindodre,"30,30,30",The Low-A theme note is the prior note and carries the beat. The complete fosgailte movement is treated as part of that prior note; target_note and anchor are intentionally blank. Other theme-note forms require separate rows. Cross-reference: McGillivray 2026 Piobaireachd Practice Pack.,hindodre,hin-do-dre
piob_hiotrodre,crunluath_a_mach,B_form,Crunluath A Mach,hiotrodre,B,,pipes,"hi,tro,dre","1,1,1",,1,hiotrodre,"30,30,30",Crunluath-a-mach on B: B is the prior/theme note. The full movement is timed within that prior note; target_note and anchor are intentionally blank. Its internal rhythm is reversed relative to regular crunluath. Cross-reference: McGillivray 2026 Piobaireachd Practice Pack.,hiotrodre,hi-tro-dre
piob_hodrodre,crunluath_a_mach,C_form,Crunluath A Mach,hodrodre,c,,pipes,"ho,dro,dre","1,1,1",,0,hodrodre,"30,30,30",Crunluath-a-mach on C: C is the prior/theme note. The full movement is timed within that prior note; target_note and anchor are intentionally blank. Its internal rhythm is reversed relative to regular crunluath. Cross-reference: McGillivray 2026 Piobaireachd Practice Pack.,hodrodre,ho-dro-dre
piob_hiotradre,crunluath_a_mach,D_form,Crunluath A Mach,hiotradre,d,,pipes,"hi,tra,dre","1,1,1",,0,hiotradre,"30,30,30",Crunluath-a-mach on D: D is the prior/theme note. The full movement is timed within that prior note; target_note and anchor are intentionally blank. Its internal rhythm is reversed relative to regular crunluath. Cross-reference: McGillivray 2026 Piobaireachd Practice Pack.,hiotradre,hi-tra-dre
chedari_g,chedari,from_E,Chedari from E to High G,fegefe,e,g,pipes,"f,e,g,e,f,e","1,1,1,1,1,1",1,1,chedari,"30,30,30,30,30,30",Prior E is stored separately. The movement then sounds F–E–High G–E–F–E and resolves to target High G. This is the specifically attested E-to-High-G chedari context. Timing remains nominal pending source-specific transcription.,chedari; chehedari,che-da-ri / che-he-da-ri
chedari_g,chedari,from_F_ggrace,Chedari from G-graced F to High G,egefe,f,g,pipes,"e,g,e,f,e","1,1,1,1,1",1,0,chedari_f,"30,30,30,30,30","The preceding F, including its High-G gracenote, belongs to prior_note and is not duplicated in the embellishment. The stored movement is E–High G–E–F–E, resolving to target High G. McGillivray teaches this within the chedari exercise family; a distinct traditional canntaireachd form was not established, so P:Q remain blank.",,
chedari_g,chedari,from_HG_thumb,Chedari from thumb-graced High G,fegefe,g,g,pipes,"f,e,g,e,f,e","1,1,1,1,1,1",1,0,tchedari,"30,30,30,30,30,30","The High-A/thumb gracenote introducing the preceding High G belongs to prior_note and is not duplicated in the embellishment. The movement sounds F–E–High G–E–F–E and resolves to target High G. McGillivray teaches this within the chedari exercise family; a distinct traditional canntaireachd form was not established, so P:Q remain blank.",,
chedari_g,chedari,from_HA,Chedari from High A to High G,fegefe,a,g,pipes,"f,e,g,e,f,e","1,1,1,1,1,1",1,0,hachedari,"30,30,30,30,30,30","Prior High A is stored separately. The movement sounds F–E–High G–E–F–E and resolves to target High G. McGillivray teaches this within the chedari exercise family; a distinct traditional canntaireachd form was not established, so P:Q remain blank.",,
piob_chelalho,other_piobaireachd,standard,Chelalho,chelalho,*,d,pipes,"che,la,lho","1,1,1",1,1,chelalho,"30,30,30",Traditional piobaireachd movement.,chelalho,che-la-lho
